pid,still_employed,state,IP.Qualification,apply.time,first.accept.time,date.diff,first.shift,fifth.shift,day.diff.first_fifth,termination_date,IP.Application.Source,Prior.Work.History..years.,Prior.Work.History..distinct.jobs.
25383,Yes,PA,CNA,3/21/18,5/9/20,780,5/15/20,9/30/20,138,,Unknown,2,1
25390,Yes,RI,CNA,3/22/18,9/20/18,182,9/21/18,10/26/18,35,,Unknown,3,1
25490,Yes,PA,CNA,3/23/18,5/15/19,418,5/18/19,5/27/19,9,,Unknown,2,1
25641,Yes,PA,CNA,3/26/18,5/2/18,37,5/6/18,5/27/18,21,,Unknown,3,1
25674,Yes,PA,CNA,3/26/18,1/3/19,283,1/7/19,1/12/19,5,,Unknown,2,1
25690,Yes,PA,CNA,3/26/18,9/2/20,891,9/7/20,9/22/20,15,,Unknown,6,3
25700,Yes,PA,LPN,3/26/18,4/20/18,25,5/17/18,1/26/20,619,,Unknown,3,1
25702,Yes,MA,CNA,3/26/18,4/25/18,30,5/3/18,5/17/18,14,2/13/20,Unknown,6,1
25758,Yes,PA,CNA,3/27/18,3/31/18,4,4/6/18,4/18/18,12,2/13/20,Unknown,3,1
25770,Yes,PA,CNA,3/27/18,6/1/18,66,9/11/18,10/5/18,24,,Unknown,0,2
25779,Yes,PA,RN,3/27/18,4/11/18,15,6/12/18,7/13/18,31,5/22/20,Unknown,3,2
25807,Yes,PA,CNA,3/27/18,5/14/18,48,5/17/18,5/25/18,8,,Unknown,10,2
25809,Yes,RI,CNA,3/27/18,4/2/18,6,4/11/18,4/15/18,4,2/13/20,Unknown,0,1
25831,Yes,PA,LPN,3/27/18,12/19/18,267,12/23/18,6/25/19,184,,Unknown,4,1
25879,Yes,PA,CNA,3/27/18,7/9/18,104,7/14/18,9/16/18,64,,Unknown,2,1
25963,Yes,MA,CNA,3/28/18,1/17/20,660,1/19/20,1/31/20,12,,Unknown,1,1
26070,Yes,MA,CNA,3/28/18,11/6/18,223,11/9/18,12/18/18,39,,Unknown,0,1
26160,Yes,DE,LPN,3/28/18,6/29/18,93,7/27/18,11/6/20,833,,Unknown,4,1
26222,Yes,PA,LPN,3/29/18,5/5/20,768,5/10/20,6/13/20,34,,Unknown,1,1
26253,Yes,PA,LPN,3/29/18,4/8/18,10,8/29/18,9/29/18,31,,Unknown,3,1
26312,Yes,RI,CNA,3/29/18,4/28/18,30,5/4/18,5/12/18,8,,Unknown,5,1
26321,Yes,MA,CNA,3/29/18,8/8/18,132,11/11/19,6/4/20,206,,Unknown,1,1
26351,Yes,PA,CNA,3/29/18,12/20/19,631,12/31/19,1/12/20,12,,Unknown,2,2
26383,Yes,PA,CNA,3/30/18,7/11/18,103,7/27/18,9/19/18,54,,Unknown,1,1
26406,Yes,PA,RN,3/30/18,7/27/20,850,8/18/20,9/3/20,16,,Unknown,1,1
26461,Yes,PA,CNA,3/30/18,7/2/18,94,3/15/19,9/18/19,187,,Unknown,3,1
26474,Yes,PA,CNA,3/31/18,4/24/20,755,8/17/20,9/2/20,16,,Unknown,4,2
26553,Yes,PA,LPN,4/1/18,2/14/19,319,3/5/19,6/8/19,95,12/1/20,Unknown,3,1
26579,Yes,RI,RN,4/1/18,8/18/20,870,8/23/20,8/29/20,6,,Unknown,3,2
26624,Yes,DE,LPN,4/1/18,8/15/18,136,8/20/18,9/10/18,21,12/4/20,Unknown,2,1
26670,Yes,PA,CNA,4/2/18,6/21/19,445,6/25/19,7/13/19,18,12/1/20,Unknown,2,1
26700,Yes,PA,LPN,4/2/18,12/27/19,634,1/2/20,1/10/20,8,,Unknown,10,1
26733,Yes,RI,CNA,4/2/18,6/10/18,69,6/17/18,7/9/18,22,12/1/20,Unknown,8,1
26748,Yes,RI,RN,4/2/18,5/14/19,407,5/18/19,7/21/19,64,,Unknown,3,1
26865,Yes,PA,LPN,4/3/18,4/10/18,7,4/10/18,4/22/18,12,,Unknown,0,1
26878,Yes,PA,CNA,4/3/18,5/21/18,48,6/30/18,7/9/18,9,,Unknown,0,1
26952,Yes,MA,LPN,4/3/18,4/18/18,15,4/22/18,4/29/18,7,,Unknown,11,1
26976,Yes,PA,CNA,4/4/18,8/8/20,857,8/14/20,10/3/20,50,,Unknown,1,1
26983,Yes,PA,CNA,4/4/18,4/17/18,13,4/21/18,8/24/18,125,12/1/20,Unknown,4,1
27065,Yes,PA,CNA,4/4/18,4/30/20,757,5/8/20,7/15/20,68,,Unknown,2,1
27079,Yes,RI,LPN,4/4/18,5/21/18,47,6/28/18,9/20/18,84,12/1/20,Unknown,2,2
27237,Yes,MA,CNA,4/5/18,12/24/19,628,12/28/19,1/4/20,7,,Unknown,9,2
27271,Yes,MA,CNA,4/6/18,9/15/18,162,9/17/18,5/26/19,251,,Unknown,9,1
27346,Yes,RI,CNA,4/6/18,4/12/18,6,4/13/18,4/21/18,8,,Unknown,2,1
27354,Yes,MA,CNA,4/6/18,3/11/19,339,11/23/19,12/16/19,23,,Unknown,4,1
27387,Yes,MA,CNA,4/7/18,11/3/20,941,11/7/20,11/21/20,14,,Unknown,2,1
27426,Yes,MA,CNA,4/7/18,11/6/19,578,11/24/19,12/10/19,16,,Unknown,2,2
27445,Yes,PA,LPN,4/7/18,2/3/20,667,2/9/20,3/1/20,21,,Unknown,6,3
27560,Yes,RI,CNA,4/9/18,8/27/19,505,8/31/19,9/21/19,21,12/1/20,Unknown,6,1
27575,Yes,PA,CNA,4/9/18,4/8/19,364,4/9/19,4/16/19,7,,Unknown,7,1
27601,Yes,PA,CNA,4/9/18,7/5/18,87,8/3/18,11/11/18,100,,Unknown,3,1
27610,Yes,PA,LPN,4/9/18,5/8/19,394,8/10/20,8/15/20,5,,Unknown,3,2
27630,Yes,MA,LPN,4/9/18,6/2/20,785,6/12/20,6/23/20,11,,Unknown,12,2
27679,Yes,PA,LPN,4/10/18,4/24/18,14,5/6/18,7/20/18,75,12/1/20,Unknown,13,4
27685,Yes,MA,CNA,4/10/18,7/2/18,83,7/15/18,2/17/19,217,,Unknown,24,1
27704,Yes,PA,CNA,4/10/18,12/4/19,603,7/7/20,7/12/20,5,,Unknown,1,1
27733,Yes,RI,CNA,4/10/18,5/8/18,28,5/12/18,5/20/18,8,,Unknown,1,1
27751,Yes,PA,CNA,4/10/18,9/4/18,147,9/10/18,10/18/18,38,2/13/20,Unknown,2,1
27779,Yes,RI,CNA,4/10/18,7/8/19,454,7/12/19,7/25/19,13,12/1/20,Unknown,2,1
27805,Yes,MA,CNA,4/11/18,10/18/18,190,10/21/18,11/8/18,18,,Unknown,3,1
27842,Yes,PA,RN,4/11/18,8/27/19,503,9/3/19,10/16/19,43,,Unknown,2,1
27849,Yes,MA,CNA,4/11/18,6/11/18,61,6/23/18,7/11/18,18,,Unknown,2,1
27896,Yes,MA,LPN,4/11/18,4/20/18,9,4/26/18,10/16/18,173,,Unknown,3,1
27930,Yes,MA,CNA,4/11/18,5/19/18,38,5/27/18,1/18/19,236,,Unknown,0,1
27965,Yes,PA,CNA,4/12/18,2/28/19,322,3/9/19,3/15/19,6,,Unknown,4,1
28089,Yes,RI,LPN,4/13/18,9/15/19,520,9/15/19,10/26/19,41,,Unknown,3,1
28150,Yes,RI,CNA,4/13/18,4/25/18,12,4/27/18,7/4/19,433,,Unknown,5,2
28155,Yes,PA,CNA,4/13/18,4/19/18,6,4/26/18,5/6/18,10,2/13/20,Unknown,4,1
28162,Yes,RI,CNA,4/13/18,5/25/20,773,5/26/20,8/21/20,87,,Unknown,3,1
28183,Yes,MA,RN,4/13/18,4/28/20,746,5/9/20,9/11/20,125,,Unknown,5,1
28211,Yes,RI,RN,4/14/18,4/23/18,9,5/14/18,6/5/18,22,,Unknown,2,1
28235,Yes,PA,CNA,4/14/18,1/16/19,277,1/28/19,2/19/19,22,,Unknown,0,1
28328,Yes,PA,CNA,4/15/18,3/26/20,711,4/5/20,10/27/20,205,,Unknown,2,2
28329,Yes,PA,RN,4/15/18,5/1/18,16,5/24/18,11/23/19,548,12/1/20,Unknown,4,1
28389,Yes,PA,LPN,4/16/18,3/29/19,347,4/5/19,5/7/19,32,,Unknown,6,1
28466,Yes,PA,LPN,4/16/18,8/8/18,114,9/17/18,10/21/18,34,,Unknown,13,2
28478,Yes,PA,CNA,4/16/18,9/18/20,886,9/23/20,10/7/20,14,,Unknown,12,1
28564,Yes,PA,LPN,4/17/18,4/26/19,374,5/15/19,6/28/19,44,,Unknown,1,1
28596,Yes,PA,CNA,4/17/18,3/26/19,343,3/30/19,4/28/19,29,,Unknown,4,2
28630,Yes,PA,CNA,4/17/18,10/18/19,549,12/17/19,12/30/19,13,,Unknown,2,1
28684,Yes,PA,CNA,4/17/18,4/24/18,7,4/28/18,6/2/18,35,,Unknown,8,1
28693,Yes,PA,CNA,4/17/18,5/23/18,36,5/27/18,6/2/18,6,,Unknown,10,1
28697,Yes,MA,LPN,4/17/18,5/24/18,37,6/11/18,9/6/18,87,,Unknown,4,1
28712,Yes,RI,CNA,4/17/18,5/13/19,391,5/21/19,7/28/19,68,,Unknown,5,1
28742,Yes,MA,CNA,4/18/18,5/8/18,20,5/12/18,5/19/18,7,12/1/20,Unknown,3,1
28768,Yes,DE,LPN,4/18/18,11/20/18,216,11/24/18,11/28/18,4,7/6/20,Unknown,5,1
28846,Yes,PA,LPN,4/18/18,9/16/20,882,9/21/20,9/29/20,8,2/13/20,Unknown,3,1
28857,Yes,MA,CNA,4/19/18,12/31/19,621,1/2/20,1/30/20,28,,Unknown,1,1
28878,Yes,RI,CNA,4/19/18,4/30/18,11,5/19/18,7/7/18,49,,Unknown,7,1
28927,Yes,PA,CNA,4/19/18,9/11/20,876,9/17/20,9/27/20,10,,Unknown,4,1
28966,Yes,PA,CNA,4/19/18,5/20/18,31,7/5/18,11/16/18,134,,Unknown,0,1
29055,Yes,MA,CNA,4/20/18,8/2/18,104,8/18/18,8/24/18,6,12/1/20,Unknown,1,2
29142,Yes,PA,CNA,4/21/18,6/30/20,801,7/5/20,9/6/20,63,,Unknown,6,2
29168,Yes,RI,CNA,4/21/18,10/29/18,191,10/30/18,11/10/18,11,,Unknown,2,1
29270,Yes,PA,LPN,4/23/18,5/11/18,18,5/12/18,5/18/18,6,12/1/20,Unknown,7,1
29302,Yes,PA,LPN,4/23/18,7/18/18,86,7/22/18,7/29/18,7,,Unknown,4,1
29357,Yes,PA,CNA,4/23/18,6/21/18,59,6/30/18,7/20/18,20,,Unknown,19,1
29367,Yes,RI,CNA,4/23/18,5/3/18,10,5/11/18,6/2/18,22,,Unknown,4,1
29397,Yes,PA,CNA,4/24/18,5/28/20,765,6/2/20,6/9/20,7,,Unknown,3,1
29409,Yes,DE,LPN,4/24/18,5/24/19,395,6/2/19,6/18/19,16,,Unknown,4,1
29417,Yes,PA,LPN,4/24/18,5/4/18,10,5/10/18,7/27/18,78,,Unknown,3,1
29484,Yes,OH,CNA,4/24/18,12/27/19,612,10/21/20,11/5/20,15,,Unknown,9,1
29495,Yes,RI,LPN,4/24/18,1/16/19,267,1/21/19,1/30/19,9,,Unknown,4,1
29545,Yes,MA,CNA,4/24/18,8/24/20,853,9/17/20,11/15/20,59,,Unknown,2,1
29604,Yes,MA,CNA,4/25/18,11/1/18,190,11/10/18,12/8/19,393,,Unknown,0,1
29625,Yes,MA,CNA,4/25/18,3/26/20,701,4/11/20,4/25/20,14,,Unknown,3,1
29649,Yes,PA,CNA,4/25/18,2/25/20,671,2/29/20,3/24/20,24,,Unknown,20,3
29656,Yes,PA,LPN,4/25/18,4/29/20,735,5/12/20,6/30/20,49,2/13/20,Unknown,6,3
29690,Yes,PA,CNA,4/25/18,3/7/19,316,3/15/19,11/29/19,259,,Unknown,2,1
29750,Yes,OH,CNA,4/26/18,12/4/19,587,12/4/19,12/27/19,23,,Unknown,2,2
29751,Yes,PA,CNA,4/26/18,7/2/18,67,7/8/18,7/15/18,7,,Unknown,9,2
29775,Yes,WV,CNA,4/26/18,6/5/18,40,6/18/18,6/25/18,7,12/1/20,Unknown,2,1
29785,Yes,PA,CNA,4/26/18,5/19/20,754,6/1/20,7/5/20,34,,Unknown,2,1
29832,Yes,RI,RN,4/27/18,6/29/18,63,7/2/18,7/23/18,21,,Unknown,9,1
29840,Yes,MA,LPN,4/27/18,6/22/18,56,6/29/18,7/30/18,31,2/13/20,Unknown,8,2
29845,Yes,PA,CNA,4/27/18,8/27/20,853,10/18/20,10/30/20,12,,Unknown,1,1
29851,Yes,PA,LPN,4/27/18,4/2/19,340,4/11/19,12/1/20,600,,Unknown,5,1
29855,Yes,RI,CNA,4/27/18,4/23/19,361,4/29/19,5/10/19,11,,Unknown,4,1
29899,Yes,MA,CNA,4/27/18,3/29/19,336,3/31/19,6/22/19,83,12/1/20,Unknown,,0
29940,Yes,RI,CNA,4/28/18,5/18/18,20,5/25/18,12/21/18,210,,Unknown,9,1
29983,Yes,DE,CNA,4/28/18,7/24/20,818,7/31/20,8/20/20,20,,Unknown,3,2
29989,Yes,PA,CNA,4/28/18,2/19/19,297,2/22/19,3/3/19,9,,Unknown,3,1
30005,Yes,RI,CNA,4/28/18,7/3/19,431,7/7/19,6/21/20,350,,Unknown,7,1
30010,Yes,PA,CNA,4/29/18,5/17/18,18,5/26/18,5/30/18,4,,Unknown,10,1
30012,Yes,FL,RN,4/29/18,10/1/18,155,10/5/18,10/12/18,7,12/1/20,Unknown,4,2
30045,Yes,OH,CNA,4/29/18,2/27/19,304,3/3/19,3/16/19,13,,Unknown,2,2
30096,Yes,RI,CNA,4/29/18,5/12/18,13,5/17/18,9/1/18,107,,Unknown,2,1
30124,Yes,PA,LPN,4/30/18,10/21/20,905,10/26/20,10/31/20,5,,Unknown,0,1
30135,Yes,PA,LPN,4/30/18,10/17/18,170,10/21/18,10/28/18,7,,Unknown,1,1
30260,Yes,PA,CNA,5/1/18,11/25/19,573,1/18/20,10/21/20,277,,Unknown,4,1
30294,Yes,MA,CNA,5/1/18,5/2/18,1,5/20/18,6/23/18,34,,Unknown,2,1
30324,Yes,PA,CNA,5/1/18,2/14/20,654,2/18/20,4/11/20,53,3/30/20,Unknown,1,1
30337,Yes,MA,CNA,5/1/18,10/15/19,532,2/9/20,3/18/20,38,,Unknown,5,1
30361,Yes,PA,CNA,5/1/18,3/27/19,330,4/6/19,8/3/19,119,,Unknown,3,1
30362,Yes,RI,CNA,5/1/18,7/10/18,70,7/13/18,8/28/18,46,,Unknown,1,2
30508,Yes,PA,CNA,5/2/18,8/4/19,459,8/11/19,1/4/20,146,,Unknown,4,1
30519,Yes,MA,CNA,5/2/18,7/3/18,62,7/7/18,7/10/18,3,,Unknown,7,1
30566,Yes,PA,CNA,5/3/18,5/24/18,21,6/1/18,7/3/18,32,,Unknown,0,1
30574,Yes,RI,CNA,5/3/18,1/13/20,620,1/17/20,9/17/20,244,,Unknown,6,1
30615,Yes,PA,CNA,5/3/18,1/17/19,259,2/2/19,5/11/19,98,,Unknown,2,1
30626,Yes,PA,CNA,5/3/18,7/9/18,67,12/24/18,3/18/19,84,,Unknown,1,1
30676,Yes,PA,CNA,5/3/18,7/15/18,73,9/8/18,10/13/18,35,,Unknown,2,2
30745,Yes,RI,RN,5/4/18,6/27/18,54,6/30/18,11/22/19,510,12/1/20,Unknown,2,1
30759,Yes,PA,CNA,5/4/18,5/22/18,18,5/24/18,5/30/18,6,,Unknown,3,1
30779,Yes,MA,LPN,5/4/18,5/29/18,25,5/31/18,6/3/18,3,,Unknown,4,2
30825,Yes,PA,LPN,5/5/18,5/21/18,16,12/29/18,1/6/19,8,2/13/20,Unknown,2,1
30854,Yes,MA,RN,5/5/18,10/30/19,543,11/1/19,10/13/20,347,,Unknown,3,1
30871,Yes,RI,CNA,5/5/18,7/14/18,70,7/22/18,8/11/18,20,,Unknown,4,2
30946,Yes,PA,CNA,5/6/18,4/3/19,332,4/7/19,4/13/19,6,,Unknown,11,1
30950,Yes,MA,CNA,5/6/18,6/8/18,33,6/16/18,7/5/18,19,,Unknown,12,2
31030,Yes,PA,LPN,5/7/18,12/5/18,212,12/17/18,2/21/19,66,,Unknown,4,1
31052,Yes,PA,CNA,5/7/18,5/21/18,14,5/26/18,6/23/18,28,,Unknown,3,1
31065,Yes,MA,CNA,5/7/18,9/10/18,126,1/24/19,1/28/19,4,12/1/20,Unknown,0,1
31077,Yes,MA,CNA,5/7/18,6/19/18,43,11/26/18,1/12/19,47,,Unknown,4,1
31180,Yes,MA,LPN,5/8/18,11/8/19,549,11/17/19,12/5/19,18,,Unknown,6,3
31239,Yes,RI,LPN,5/8/18,5/16/18,8,5/20/18,7/29/18,70,,Unknown,0,1
31254,Yes,MA,RN,5/8/18,2/20/19,288,2/22/19,11/10/19,261,,Unknown,1,1
31256,Yes,PA,LPN,5/8/18,6/7/20,761,6/12/20,6/21/20,9,,Unknown,4,2
31270,Yes,MA,LPN,5/8/18,7/17/20,801,7/24/20,8/2/20,9,,Unknown,5,1
31285,Yes,MA,RN,5/8/18,6/14/18,37,6/18/18,7/16/18,28,,Unknown,0,1
31293,Yes,OH,CNA,5/8/18,12/26/19,597,12/31/19,1/5/20,5,3/21/20,Unknown,10,3
31313,Yes,RI,LPN,5/8/18,11/18/19,559,11/30/19,5/26/20,178,,Unknown,1,1
31341,Yes,PA,CNA,5/8/18,10/14/19,524,11/2/19,11/24/20,388,,Unknown,3,1
31353,Yes,MA,CNA,5/9/18,8/21/18,104,8/24/18,9/3/18,10,,Unknown,1,1
31395,Yes,MA,RN,5/9/18,5/17/18,8,6/3/18,7/7/18,34,,Unknown,1,1
31411,Yes,PA,CNA,5/9/18,1/22/20,623,2/3/20,2/19/20,16,,Unknown,4,3
31457,Yes,RI,CNA,5/9/18,8/31/18,114,9/1/18,9/17/18,16,,Unknown,3,1
31469,Yes,PA,CNA,5/9/18,11/16/18,191,11/21/18,12/1/18,10,,Unknown,6,1
31473,Yes,PA,LPN,5/9/18,4/2/19,328,8/18/19,4/24/20,250,,Unknown,8,2
31484,Yes,MA,CNA,5/9/18,4/30/19,356,5/9/19,6/8/19,30,,Unknown,2,1
31512,Yes,OH,LPN,5/10/18,2/1/19,267,2/1/19,2/12/19,11,,Unknown,7,3
31535,Yes,PA,CNA,5/10/18,12/29/18,233,12/30/18,1/6/19,7,12/1/20,Unknown,2,1
31590,Yes,MA,LPN,5/10/18,5/16/18,6,5/20/18,7/14/19,420,,Unknown,3,1
31596,Yes,PA,LPN,5/10/18,6/15/18,36,7/2/18,11/3/20,855,11/10/20,Unknown,3,2
31604,Yes,MA,CNA,5/10/18,7/6/18,57,10/14/18,10/25/18,11,,Unknown,4,2
31610,Yes,OH,CNA,5/10/18,11/6/19,545,11/10/19,11/29/19,19,,Unknown,0,2
31635,Yes,MA,RN,5/11/18,6/9/18,29,6/15/18,4/9/20,664,2/13/20,Unknown,4,1
31639,Yes,PA,LPN,5/11/18,1/17/20,616,3/4/20,3/19/20,15,,Unknown,9,1
31650,Yes,PA,CNA,5/11/18,8/6/19,452,8/16/19,3/19/20,216,,Unknown,3,1
31671,Yes,PA,LPN,5/11/18,8/8/18,89,8/25/18,9/4/18,10,12/1/20,Unknown,5,1
31694,Yes,MA,CNA,5/11/18,8/8/19,454,8/10/19,10/28/19,79,12/1/20,Unknown,12,3
31738,Yes,PA,LPN,5/12/18,7/8/18,57,7/14/18,7/22/18,8,,Unknown,9,1
31788,Yes,PA,CNA,5/12/18,5/15/18,3,3/19/19,5/11/20,419,2/13/20,Unknown,3,3
31822,Yes,PA,CNA,5/12/18,8/23/19,468,9/15/19,9/27/19,12,,Unknown,5,1
31833,Yes,PA,CNA,5/13/18,2/21/19,284,2/25/19,3/3/19,6,,Unknown,2,2
31850,Yes,MA,LPN,5/13/18,12/17/18,218,12/31/18,11/16/19,320,3/28/20,Unknown,1,1
31927,Yes,OH,CNA,5/14/18,10/17/18,156,10/19/18,10/27/18,8,,Unknown,10,1
31934,Yes,MA,CNA,5/14/18,7/15/20,793,9/4/20,9/11/20,7,,Unknown,2,1
31939,Yes,MA,CNA,5/14/18,9/3/19,477,9/7/19,9/15/19,8,,Unknown,1,1
31941,Yes,MA,CNA,5/14/18,7/12/19,424,7/26/19,8/2/19,7,,Unknown,1,1
31950,Yes,PA,CNA,5/14/18,5/15/18,1,5/19/18,5/30/18,11,,Unknown,2,1
31986,Yes,PA,RN,5/14/18,2/28/19,290,3/8/19,10/25/19,231,,Unknown,5,1
32029,Yes,RI,CNA,5/14/18,5/30/18,16,6/2/18,6/14/18,12,,Unknown,11,2
32049,Yes,RI,RN,5/15/18,6/5/18,21,6/9/18,11/23/18,167,12/1/20,Unknown,7,1
32162,Yes,FL,LPN,5/15/18,5/29/18,14,6/4/18,6/17/18,13,2/13/20,Unknown,2,1
32233,Yes,PA,LPN,5/16/18,5/8/19,357,4/6/20,5/2/20,26,,Unknown,6,2
32256,Yes,PA,CNA,5/16/18,7/8/19,418,7/18/19,7/28/19,10,,Unknown,2,1
32263,Yes,MA,RN,5/16/18,4/5/19,324,5/2/19,9/7/19,128,,Unknown,2,1
32304,Yes,PA,RN,5/16/18,3/8/20,662,3/14/20,3/22/20,8,,Unknown,5,1
32450,Yes,PA,CNA,5/18/18,11/3/19,534,11/15/19,12/24/19,39,,Unknown,4,2
32459,Yes,PA,CNA,5/18/18,3/3/20,655,3/8/20,3/24/20,16,,Unknown,4,1
32489,Yes,MA,CNA,5/18/18,9/10/18,115,5/12/19,9/9/19,120,,Unknown,1,1
32513,Yes,PA,LPN,5/18/18,3/12/20,664,3/18/20,4/12/20,25,,Unknown,2,2
32571,Yes,PA,CNA,5/19/18,5/31/18,12,6/9/18,8/3/18,55,2/13/20,Unknown,8,1
32606,Yes,RI,CNA,5/19/18,5/22/18,3,5/26/18,6/17/18,22,,Unknown,4,1
32629,Yes,PA,LPN,5/20/18,9/13/20,847,9/19/20,9/30/20,11,,Unknown,7,1
32646,Yes,PA,LPN,5/20/18,10/7/19,505,10/13/19,10/21/19,8,,Unknown,9,2
32654,Yes,PA,CNA,5/20/18,5/27/18,7,6/9/18,6/20/18,11,2/13/20,Unknown,9,1
32675,Yes,PA,CNA,5/20/18,12/29/19,588,9/23/20,9/27/20,4,,Unknown,11,2
32760,Yes,PA,CNA,5/21/18,2/24/20,644,3/2/20,3/13/20,11,,Unknown,6,1
32819,Yes,MA,CNA,5/22/18,10/9/20,871,10/15/20,10/22/20,7,,Unknown,3,2
32898,Yes,MA,CNA,5/22/18,8/28/18,98,9/6/18,9/11/18,5,12/1/20,Unknown,10,1
32992,Yes,RI,CNA,5/23/18,6/13/19,386,6/22/19,9/15/19,85,,Unknown,3,1
32994,Yes,RI,CNA,5/23/18,2/1/19,254,2/3/19,2/24/19,21,,Unknown,6,1
33065,Yes,PA,LPN,5/23/18,7/27/18,65,8/3/18,8/22/18,19,,Unknown,8,1
33066,Yes,PA,CNA,5/23/18,3/13/19,294,8/2/19,8/9/19,7,,Unknown,8,1
33080,Yes,PA,LPN,5/23/18,8/11/20,811,9/9/20,9/30/20,21,2/13/20,Unknown,10,1
33135,Yes,MA,LPN,5/24/18,6/17/19,389,6/20/19,7/7/19,17,,Unknown,3,1
33150,Yes,MA,LPN,5/24/18,12/26/19,581,1/11/20,5/30/20,140,,Unknown,1,1
33174,Yes,PA,CNA,5/24/18,5/3/19,344,5/17/19,5/25/19,8,,Unknown,6,1
33217,Yes,OH,CNA,5/24/18,7/3/20,771,7/6/20,8/5/20,30,,Unknown,8,3
33260,Yes,OH,CNA,5/25/18,3/20/20,665,3/20/20,5/24/20,65,,Unknown,5,1
33266,Yes,PA,CNA,5/25/18,4/18/20,694,5/2/20,5/18/20,16,9/27/20,Unknown,1,1
33304,Yes,MA,CNA,5/25/18,7/2/19,403,7/6/19,8/4/19,29,,Unknown,1,1
33348,Yes,RI,CNA,5/26/18,6/19/18,24,7/16/18,7/23/18,7,,Unknown,3,1
33393,Yes,RI,CNA,5/26/18,7/25/18,60,7/26/18,9/8/18,44,,Unknown,5,2
33396,Yes,PA,CNA,5/26/18,11/14/18,172,11/18/18,1/19/19,62,,Unknown,5,1
33416,Yes,PA,CNA,5/27/18,4/13/19,321,4/20/19,9/26/20,525,,Unknown,1,1
33427,Yes,PA,LPN,5/27/18,11/26/18,183,12/20/18,1/2/19,13,,Unknown,10,1
33471,Yes,PA,LPN,5/27/18,8/23/18,88,7/15/19,7/22/19,7,,Unknown,6,1
33520,Yes,PA,CNA,5/28/18,8/11/18,75,8/18/18,9/1/18,14,,Unknown,1,1
33542,Yes,MA,RN,5/28/18,6/19/18,22,6/24/18,7/1/18,7,5/22/20,Unknown,8,1
33615,Yes,PA,CNA,5/29/18,12/23/19,573,12/28/19,5/25/20,149,,Unknown,12,3
33701,Yes,PA,CNA,5/29/18,3/6/19,281,1/1/20,1/9/20,8,,Unknown,0,2
33749,Yes,PA,CNA,5/29/18,7/9/19,406,3/27/20,4/10/20,14,,Unknown,2,1
33767,Yes,NH,CNA,5/30/18,4/17/19,322,4/21/19,5/3/19,12,5/22/20,Unknown,0,1
33785,Yes,MA,CNA,5/30/18,9/25/19,483,10/26/19,9/14/20,324,,Unknown,2,1
33880,Yes,MA,CNA,5/30/18,2/1/20,612,3/11/20,6/14/20,95,,Unknown,1,1
33914,Yes,PA,CNA,5/31/18,3/13/19,286,3/13/19,3/17/19,4,,Unknown,1,1
33938,Yes,MA,CNA,5/31/18,9/24/19,481,9/27/19,9/30/19,3,,Unknown,1,1
33983,Yes,MA,CNA,5/31/18,8/2/18,63,8/10/18,8/15/18,5,,Unknown,2,1
33991,Yes,PA,LPN,5/31/18,12/17/19,565,12/22/19,9/5/20,258,,Unknown,6,3
34122,Yes,MA,CNA,6/1/18,5/18/19,351,5/20/19,7/7/19,48,,Unknown,2,1
34123,Yes,PA,LPN,6/1/18,7/25/18,54,10/27/18,12/8/18,42,,Unknown,2,1
34190,Yes,PA,CNA,6/2/18,10/2/19,487,12/24/19,2/4/20,42,,Unknown,1,1
34194,Yes,PA,CNA,6/2/18,10/11/19,496,10/16/19,10/30/19,14,12/1/20,Unknown,4,1
34238,Yes,MA,RN,6/2/18,5/25/20,723,5/30/20,6/26/20,27,,Unknown,4,1
34286,Yes,MA,LPN,6/3/18,9/28/18,117,10/1/18,12/15/18,75,,Unknown,11,1
34312,Yes,PA,CNA,6/3/18,10/16/19,500,5/4/20,5/10/20,6,,Unknown,9,1
34348,Yes,PA,CNA,6/4/18,6/7/18,3,6/12/18,6/22/18,10,2/13/20,Unknown,1,1
34409,Yes,PA,CNA,6/4/18,6/22/18,18,6/28/18,7/6/18,8,,Unknown,6,1
34416,Yes,PA,LPN,6/4/18,11/9/20,889,11/23/20,11/30/20,7,,Unknown,1,1
34430,Yes,PA,CNA,6/4/18,6/24/18,20,6/25/18,7/12/18,17,,Unknown,1,1
34488,Yes,PA,CNA,6/4/18,7/16/18,42,8/4/18,8/27/18,23,2/13/20,Unknown,4,1
34498,Yes,PA,LPN,6/5/18,8/7/19,428,8/11/19,9/4/19,24,,Unknown,9,1
34564,Yes,MA,CNA,6/5/18,7/28/20,784,8/12/20,8/20/20,8,,Unknown,2,2
34596,Yes,PA,CNA,6/5/18,9/13/19,465,9/17/19,9/22/19,5,,Unknown,3,2
34615,Yes,RI,CNA,6/5/18,6/19/19,379,7/4/19,7/20/19,16,,Unknown,5,2
34621,Yes,MA,CNA,6/5/18,9/4/19,456,9/7/19,10/1/19,24,,Unknown,4,1
34640,Yes,PA,LPN,6/5/18,9/4/18,91,7/3/19,12/24/19,174,,Unknown,2,2
34653,Yes,MA,CNA,6/6/18,7/2/19,391,7/5/19,12/29/19,177,12/1/20,Unknown,4,1
34663,Yes,OH,LPN,6/6/18,11/7/18,154,12/19/19,1/18/20,30,,Unknown,0,1
